mS_sol,theta_sol
0.1010121730532967,0.00029079343465037246
0.10308196676324852,0.0002879450184929478
0.10534156214744696,0.0002854331009164719
0.1051928603627942,0.0002851139697243881
0.10749848904313355,0.00028236373091272465
0.10734863871901729,0.0002822792452385244
0.10969840874117347,0.00027938892850899765
0.10954714025779863,0.0002794695542028933
0.11194711308766221,0.00027654335717211136
0.11179346199619113,0.0002767011091719116
0.11423873328370333,0.0002737708039887623
0.11408166545670556,0.00027395138009285756
0.11658111662240567,0.00027101795071120716
0.11641914167750153,0.0002711681947045066
0.11896771730549299,0.000268338422916642
0.11880265758190117,0.00026841186824128803
0.12140617919535764,0.0002656487974954148
0.12123390878530443,0.0002655635902296379
0.1238919226437688,0.00026302406817066393
0.12372021808373856,0.00026268326628378066
0.12643090290062386,0.0002604876071746575
0.12902133400215596,0.0002579438852556231
0.13166437051489635,0.00025539019994261783
0.13436197677784764,0.00025290066214800447
0.137115104065262,0.0002504780032373655
0.14011992131049764,0.00024846069048167156
0.13992437957203038,0.00024806980296010185
0.14298838145213444,0.0002458579374071958
0.14279149650634948,0.0002456698022627003
0.14592118911778193,0.00024325826028070164
0.14571604806292512,0.00024325326686492127
0.14890984334892046,0.00024075217554377022
0.14870338678633138,0.00024084693403981602
0.1519527761875016,0.00023830464109056516
0.1517459732817383,0.0002384517017401909
0.15506974229489667,0.0002358832404560207
0.15485753157545787,0.00023602609806142223
0.1582463393223538,0.00023356160553534436
0.15803006495236227,0.00023364696508117278
0.16148768600163027,0.00023128346380658156
0.16126537129794494,0.00023126843757592712
0.16479829232912055,0.00022900987991044216
0.16456804196048247,0.0002288352623146734
0.16817344159995326,0.00022677713891513786
0.16793578566479395,0.0002264247979033722
0.17161986064783108,0.00022455550571178534
0.17513522495872788,0.00022240247633865064
0.178724308711226,0.00022029024693255068
0.18238663637749752,0.00021818147165790052
0.18612335238123906,0.00021608589257400053
0.1902016347271414,0.00021424066689276061
0.18993750836008116,0.00021398944664123662
0.1940920053124686,0.00021200524038586893
0.19382827919939014,0.00021191783254942545
0.19807827808814463,0.00020980107905910854
0.19780048627237923,0.00020984202123296478
0.20212152064117633,0.00020772592907574968
0.2018564534297542,0.00020781560842354768
0.20627509646476913,0.00020561660164386208
0.205984323329595,0.00020575852228187948
0.21299176482286228,7.08439332961915e-5
0.21183736337069212,8.112271204845048e-5
0.21114300673021005,9.330859418132866e-5
0.2106930063659935,0.00010755839337672212
0.21034667016082137,0.00012408667179403889
0.20999309278319317,0.00014314616026099274
0.20952146646323866,0.0001649750881476584
0.20878810716714694,0.0001896694809320394
0.2075730234737594,0.00021701147236763212
0.2174820024513166,4.014470785072646e-5
0.2160602773637389,4.5773728907172756e-5
0.2150631925229889,5.2461571296383205e-5
0.2141795361467423,6.021098850119477e-5
0.21314420597906258,6.89697552243899e-5
0.2116480940832986,7.853822670050009e-5
0.2158567081740765,0.08323724924789204
0.21473330477987404,0.09305884603752446
0.22053452238089877,3.4995705096777304e-5
0.21848148671140924,3.872074956892152e-5
0.21624930469679654,4.263938639182462e-5
0.22013661459056838,0.05330223803328422
0.2191423501813926,0.06043022211211774
0.2190270713240394,0.06977501176952088
0.2178164428546056,0.07747314999206706
0.22463921544326926,3.041780668321597e-5
0.22236283329325587,3.2593241550131186e-5
0.22459722747394933,0.039882713443430216
0.22328434628024063,0.0452344147009077
0.22161560081278772,0.049284985882637376
0.22957786712017228,2.703382190291104e-5
0.22738384111631055,2.834524475864735e-5
0.23027457922826872,0.031068428027647966
0.22816611929717068,0.033954354363548385
0.22603289415247263,0.03673754886092937
0.23497504180889606,2.466216047400404e-5
0.23287887547485453,2.5412368184817693e-5
0.2307802011586836,2.6175409912829807e-5
0.23413887557554303,0.026311240520867096
0.2318765782850728,0.028816367167887408
0.23857579466595236,2.330221761361307e-5
0.2367305906398518,2.390054506089739e-5
0.2388211675034288,0.02278755705304988
0.23639702149247363,0.024479330240828413
0.2426590255707708,2.21336462027913e-5
0.243895868528443,0.019924926606954736
0.2414447875867224,0.021203391352967314
0.24863569517851425,2.077882170177189e-5
0.24706416906767542,2.1095638779312594e-5
0.24995878328033797,0.01787105048760363
0.24706609486715286,0.018625051993289655
0.2531631544966224,1.990558748295306e-5
0.25169175655703474,2.0144783553420165e-5
0.2526903879684532,0.01653327574117329
0.2579305501815708,1.9146710823570614e-5
0.2585015805564853,0.014774772990244678
0.2557517974583413,0.0152700380548822
0.26418508196767204,1.8327184017071325e-5
0.2628924778047026,1.846474769209315e-5
0.2628901048249307,0.014001964213031353
0.26924739020974203,1.7697724830048155e-5
0.26801343595306726,1.783497584280462e-5
0.2689676871828451,0.012652909758241205
0.2653172249485693,0.012828028887296701
0.27447022556424683,1.7151823851402594e-5
0.2732993586899917,1.7242259403237018e-5
0.27385264904237866,0.01207413399112368
0.28278387803718297,1.2897656084609987e-5
0.2802858100091922,1.4418121261161367e-5
0.2779512279780335,1.615304457341148e-5
0.2750845958037754,1.7946577535072958e-5
0.2841601942916043,0.006663719405839115
0.28067693405386884,0.007027486975212729
0.27982311655270065,0.008058435659689013
0.2797795636730568,0.009305648720405341
0.27895456115953643,0.01067632435484102
0.2758110637174833,0.011245046753740875
0.2880961911562333,1.1618438252344287e-5
0.285187456840856,1.2262187497981571e-5
0.28218558884215356,1.2891443425575327e-5
0.2870700685277925,0.005356325802642876
0.2847445837037749,0.0059934467225796866
0.2919668321708034,1.1050333781691965e-5
0.2897186809171331,1.1307157597981146e-5
0.29239722047937455,0.004633220279677202
0.28933729465392843,0.004973061553928777
0.29903907949999226,1.0395967647668061e-5
0.2971511448377757,1.0524958590474728e-5
0.29856418868875345,0.004068761927269807
0.2955524648744417,0.004293514425752633
0.3044021784651015,9.986699371616347e-6
0.30282909822584625,1.0086890166778618e-5
0.3070618148792585,0.0038140300749429086
0.30318283463940127,0.00383606310170903
0.31020811978912427,9.632866175108262e-6
0.3086738997832106,9.706231862080022e-6
0.31022149666464405,0.0034627351024351144
0.30626679302809845,0.0035198235314535154
0.3162185316204413,9.326221043703396e-6
0.3185898881131678,0.0032158393596362247
0.3155422346682682,0.003279036716368919
0.32381887058536285,9.006513760708948e-6
0.3224259262128545,9.048232326234335e-6
0.32297176776635433,0.0029898634584414165
0.3299910623945259,8.768198734063722e-6
0.3289192570045075,8.799761493241996e-6
0.32909804011600374,0.0028747693143539818
0.33670009707904985,8.520613792012611e-6
0.3352911808278708,8.572892348669273e-6
0.3369453902809719,0.002641107914208356
