mS_sol,theta_sol
0.10505469141159955,0.00013312888576101457
0.103814389103788,0.00013386744171262134
0.1143247283527619,0.00012743926441428745
0.11295111417530038,0.00012766213328520615
0.12443958876892584,0.00012234025469342246
0.12290129072988461,0.00012105372892643255
0.13546871075526398,0.00011765175504244503
0.14748123830742502,0.00011323738509176962
0.16255990540443235,0.0001100874832459759
0.16055824516195005,0.0001089700787605746
0.1768637660821215,0.00010445015515948014
0.17476144745495853,0.00010463628651850825
0.19239723576256915,9.979693773367326e-5
0.19026977663165534,0.00010028072324694895
0.22438291076119107,1.682090942225283e-5
0.21436057653990975,2.0954840120840252e-5
0.21056958137018914,2.747292611298375e-5
0.2090819856536599,3.6530371201829424e-5
0.20820750707780206,4.868105013931066e-5
0.20679135224074768,6.474649572705564e-5
0.20327915068404895,8.497488115362941e-5
0.2208044804110624,0.03237278063324797
0.21097190236471103,0.03689740747194629
0.20862704140058239,0.04869675251658631
0.20862704140039534,0.06493816315762113
0.20862704139891328,0.08659643233600653
0.23351176528718234,1.2089133828168e-5
0.22528475663756323,1.5150080364383258e-5
0.21541136837835492,1.8543184833175134e-5
0.23241065980319908,0.01229612190937614
0.2274207749397619,0.015399187648108045
0.22725047721405836,0.02053446900876672
0.22383557751320585,0.026832841535509484
0.2526991983506345,9.424890677026392e-6
0.24246722890732025,1.042178042349277e-5
0.2616446109878103,0.005596436285063012
0.24936452858689778,0.006544378522912837
0.24641812905564123,0.008674384015975872
0.2420133017729092,0.01064088887828022
0.27663312527175293,6.937791311500523e-6
0.2650052411930457,8.155337895479846e-6
0.27657933561274034,0.0021995362363218638
0.2707286162549328,0.0027383770331581075
0.2701197187527789,0.0036508816666569717
0.26534258738115213,0.004752345230547139
0.3014771632321604,5.286525592491476e-6
0.28879147039093434,6.007001344582951e-6
0.3025266632175887,0.0012456929149908815
0.2957274018168725,0.0015402955334435896
0.28906032421871775,0.0019054114104917544
0.33096560911193856,4.57098604327739e-6
0.3200754562044603,4.695604676947006e-6
0.33929242261241194,0.0007660384789329054
0.3255968043421551,0.0008757666196831837
0.31506758318816225,0.0010793847600936942
0.35460981892076515,4.108902772022104e-6
0.34568933393198187,4.221436027134774e-6
0.35002597343023584,0.0006451251482634351
0.38344351666058235,3.7805011919759525e-6
0.3855786143822268,0.0005111300213397938
0.3732365947117644,0.0005329913042193683
0.4155395521933701,3.510907650154514e-6
0.4235887320584053,0.0003911030387718529
0.4054078042457337,0.0004483648115856113
0.4600882450110281,3.210542256845448e-6
0.45068528753404513,3.2632117146876945e-6
0.45292996323805357,0.00035092506544873273
0.49841864024973415,2.9930923675606957e-6
0.489274451837274,3.017016959247644e-6
0.49462624436657665,0.000272001275790521
0.46790037910360144,0.0003250313396713246
0.5413292299598389,2.8131974511575013e-6
0.5629104374909489,0.00025484000126051724
0.5403547611111411,0.00024839231214522276
0.5879139689520825,2.6487086462063736e-6
0.6057061137483272,0.00019174275973902748
0.5854827917847473,0.0002016858571707629
0.561377607850803,0.00023048855933162845
0.6502594783552447,2.4671613733014944e-6
0.6385139530811316,2.4912283538428433e-6
0.6727812848660126,0.0001426068814941022
0.6410800927931902,0.000153048372005893
0.612719490956014,0.00017074186641147972
0.7058960036209331,2.2934901777960017e-6
0.6924426737350947,2.323466462852742e-6
0.7370243257086873,0.00010625428441572822
0.7066439662236373,0.00011865358698977706
0.689618311112592,0.00012762215053132087
0.7661688387911578,2.1324259143763794e-6
0.7684493578530855,8.9231645201026e-5
0.7246649424598497,0.00010436607910441697
0.8547028665369781,1.903599019868731e-6
0.8281514905640462,1.957572907203836e-6
0.8888022631986148,5.7370071094348996e-5
0.8382970676160468,6.60033563347663e-5
0.8016992431027271,7.811343045856101e-5
0.9167035683053603,1.6097895652878315e-6
0.8787938295403279,1.753007373002392e-6
0.9497568000904238,2.940652134371595e-5
0.9145052524262925,3.679448054307826e-5
0.8921383108644644,4.785076373941129e-5
0.8519787772093556,5.758047442653437e-5
1.005991368539682,1.4270950262789682e-6
0.9852899991006011,1.440720848359879e-6
0.9909558457220665,2.7747313672497465e-5
0.9909558457220665,2.7747313672497465e-5
1.0425001917001655,1.432659886267136e-6
1.0836449733926021,1.5027606854174598e-6
1.0475095620278927,2.8906104292824587e-5
1.0871306906637264,3.6110748852243485e-5
1.1391592900269012,4.347604434029685e-5
1.1744888182720101,1.6331012574702664e-6
1.1883172875887278,1.61329727491096e-6
1.18135315959453,4.6217317456861656e-5
1.2857583708243905,1.6434000983148912e-6
1.2758528442570773,1.6220463788640193e-6
1.3190869569798462,4.3220948381905055e-5
1.270830143988639,4.5229127453582326e-5
1.3994872475309146,1.6238464487046297e-6
1.406621657033197,3.9101070315865635e-5
1.374797793466022,3.9330933333577895e-5
1.525845233390793,1.6257570940509774e-6
1.523816314256781,3.601039866481911e-5
1.662645356523782,1.636922101168291e-6
1.6703014648911287,1.6097029631767532e-6
1.6922177123674786,3.319856729717374e-5
1.656881872378224,3.332562690399685e-5
1.8141857610777417,1.6481873175364823e-6
1.8154543230190063,1.6236280550015827e-6
1.8293030438464128,2.9280047218679688e-5
1.7654143443960493,3.052285330631226e-5
1.9824365937561554,1.5778713313159541e-6
1.9738961879438799,2.6756195521320223e-5
2.1555047807078016,1.498138116509572e-6
2.1885071660770694,2.249218499998969e-5
2.106638258944108,2.421631799971591e-5
2.3493288170422155,1.4639861680969204e-6
2.447234545273918,1.9062115714133494e-5
2.339915717376599,1.9904297240314936e-5
2.5769188977702626,1.438075170726199e-6
2.561401714590599,1.4345427878364369e-6
2.586358800746698,1.610931293357005e-5
2.484547146584217,1.7375129797898346e-5
2.8051567764126935,1.4154958543431972e-6
2.7949279633832016,1.4147288892628462e-6
2.8608289666273023,1.2738275034236753e-5
2.74346262245396,1.412296490230654e-5
3.048390227333701,1.4133502031764048e-6
3.052496293159951,1.4142947453006394e-6
3.1432683349567205,9.497784600289556e-6
3.0042867063999497,1.097801227228092e-5
3.2841901230453394,1.4586092796842374e-6
3.3358805603256547,1.4762613739788335e-6
